,previous_5_turn,question,next_5_turn,categorie,annotateur
0,#spk4 : monsieur,depuis combien de temps habitez-vous Orléans ?,#spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à Orléans ? | #spk1 : oui et non | #spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais,préparé,Valentin
1,#spk4 : monsieur | #spk4 : depuis combien de temps habitez-vous Orléans ? | #spk1 : oh ça fait neuf ans depuis dix neuf cent soixante,vous vous plaisez à  Orléans ?,#spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais | #spk4 : et est-ce que vous comptez rester à Orléans ? | #spk1 : oh je suis obligé par ma profession | #spk4 : Hm,préparé,Valentin
2,#spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à  Orléans ? | #spk1 : oui et non | #spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à  l'Orléanais,et est-ce que vous comptez rester à  Orléans ?,#spk1 : oh je suis obligé par ma profession | #spk4 : hm | #spk4 : | #spk4 : et qu'est ce que vous faites comme travail ? | #spk1 : je suis contrôleur divisionnaire aux PTT,préparé,Valentin
71,#spk4 : hm hm | #spk1 : il faut quand mème quelqu'un quoi | #spk4 : hm hm | #spk4 : seriez-vous favorable à  un contrôle des journalistes // ou des speakers à  la de la télévision de la radio // euh de des professeurs mème //  de leur façon de parler français ? | #spk1 : oui parce que euh j'estime que euh ces gens-là  euh // normalement devraient // devraient parler un français pur quoi // c'est quand mème le // surtout dans le dans l'information,et comment devrait-on exercer ce contrôle ?,#spk1 : moi je vois pas euh // si évidemment y'a // y'aurait des tests // par des tests quoi euh // devant devant des groupes de de professeurs euh de français quoi | #spk4 : hm hm | #spk4 : et aujourd'hui // à votre avis // l'orthographe et la correction de la langue // sont-ils enseignés aussi bien // ou // mieux ou moins bien que du temps ou vous étiez vous-mème à | #spk4 spk1 : l'école ? // moins bien | #spk1 : nettement,préparé,Xingyu
72,#spk4 spk1 : de langue de français oui // de de français de la langue de  | #spk1 : le français quoi enfin euh | #spk4 : hm // bah // au point de vue correction non c'est toujours  | #spk1 spk4 : pareil hein euh ça // hm hm | #spk1 : mais je trouve que // dans l'enseignement // on n'y attache moins d'importance qu'avant // c'est mon c'est mon avis hein c'est pas,comment expliquez-vous ça ?,#spk1 : oh ben ça je ne sais pas | #spk4 : hm | #spk1 : c'est le // les programmes pédagogiques qui ont changé certainement | #spk4 : hm hm // hm hm // les les programmes ont changé | #spk4 : et dans quelle matière éti- étiez-vous le plus fort à à à l'é- à l'école ?,préparé,Xingyu
73,#spk4 : et vous // comment expliquez-vous ça ? | #spk1 : oh ben ça je ne sais pas | #spk4 : hm | #spk1 : c'est le // les programmes pédagogiques qui ont changé certainement | #spk4 : hm hm // hm hm // les les programmes ont changé,et dans quelle matière éti- étiez-vous le plus fort à  à  à  l'é- à  l'école ?,#spk1 : en mathématiques // en dessin | #spk4 : hm | #spk1 : et en allemand | #spk1 spk4 : parce que dans l'Est | #spk1 : on apprend surtout l'allemand là -bas comme deuxième langue,préparé,Xingyu
74,#spk4 : hm | #spk1 : et en allemand | #spk1 spk4 : parce que dans l'Est  | #spk1 : on apprend surtout l'allemand là -bas comme deuxième langue | #spk4 : hm hm // hm,habituellement avez-vous quelque chose pour écrire sur vous ?,#spk1 : ah oui toujours | #spk4 : quoi ? | #spk1 : ah ben j'ai // crayon noir crayon rouge parce que je fais du contrôle | #spk4 : hm hm | #spk1 : crayon ordinaire // et j'ai toujours ça d- euh dans ma veste en permanence quoi,préparé,Xingyu
75,#spk4 : quoi ? | #spk1 : ah ben j'ai // crayon noir crayon rouge parce que je fais du contrôle | #spk4 : hm hm | #spk1 : crayon ordinaire // et j'ai toujours ça d- euh dans ma veste en permanence quoi | #spk4 : hm hm,possédez-vous un stylo à  encre ?,#spk1 : oui mais je m'en sers euh presque plus maintenant | #spk4 : hm hm // et à la suite de quelles circonstances avez-vous possédé pour la première fois un stylo à encre ? // à quel âge ? | #spk1 : à l'école euh primaire supérieure alors j'avais quinze ans | #spk4 : quinze ans | #spk4 : et quand av- quand avez-vous écrit pour la dernière fois ?,préparé,Xingyu
76,#spk4 : hm hm | #spk1 : crayon ordinaire // et j'ai toujours ça d- euh dans ma veste en permanence quoi | #spk4 : hm hm | #spk4 : possédez-vous un stylo à  encre ? | #spk1 : oui mais je m'en sers euh presque plus maintenant,et à  la suite de quelles circonstances avez-vous possédé pour la première fois un stylo à  encre ?,#spk1 : à l'école euh primaire supérieure alors j'avais quinze ans | #spk4 : quinze ans | #spk4 : et quand av- quand avez-vous écrit pour la dernière fois ? | #spk1 : avec un stylo euh à encre ? | #spk4 : non avec n'importe quoi,préparé,Xingyu
77,#spk1 : n'importe quoi ? | #spk4 : oui avec votre crayon votre plume de stylo ou | #spk1 : oh ben c'est pas vieux hein c'est quand j'ai fini mon travail à  midi à  midi | #spk4 : hm à  midi | #spk1 : l'heure que je vous avais dit,à  votre travail ?,#spk1 : euh oui | #spk4 : et c'est pour faire quoi ? | #spk1 : la comptabilité du // écrire une lettre à un // un client aussi // avant de partir | #spk4 : et vous avez eu besoin d'écrire beaucoup pour votre travail ? | #spk1 : oui // assez oui,préparé,Xingyu
78,#spk1 : l'heure que je vous avais dit | #spk4 : à  votre travail ? | #spk1 : euh oui | #spk4 : et c'est pour faire quoi ? | #spk1 : la comptabilité du // écrire une lettre à  un // un client aussi // avant de partir,et vous avez eu besoin d'écrire beaucoup pour votre travail ?,#spk1 : oui // assez oui | #spk4 : hm hm // vous avez dit euh la comptabilité euh | #spk4 spk1 : vous avez // oui parce que je fais | #spk1 : toutes sortes de choses | #spk1 : j'ai de la comptabilité j'ai de // euh j'ai du contrôle à faire j'ai de la correspondance // à faire avec des usagers avec les clients,préparé,Xingyu
79,#spk1 : toutes sortes de choses | #spk1 : j'ai de la comptabilité j'ai de // euh j'ai du contrôle à  faire j'ai de la correspondance // à  faire avec des usagers avec les clients | #spk4 : hm hm | #spk1 : et euh des quelquefois des rapports aussi alors euh y a y a toutes sortes de choses quoi  | #spk4 : hm hm hm,préférériez-vous vous déplacer ou lui écrire une lettre ?,#spk1 : pour mon travail ou ? | #spk4 : n'importe | #spk4 spk1 : oh pour mon travail j'écris | #spk1 : on écrit pour le travail | #spk4 : travail et,préparé,Xingyu
80,#spk4 : n'importe | #spk4 spk1 : oh pour mon travail j'écris | #spk1 : on écrit pour le travail | #spk4 : travail et | #spk1 : mais si c'est // si c'est quelqu'un que // qu'on veut voir on va plutôt le voir cinq kilomètres c'est rien du tout avec la voiture y'en a pour euh //  pour quelques minutes,est-ce que vous vous déplacez ou vous écrivez ?,#spk1 : il m'est supérieur euh comment ça dans le travail ou ? | #spk4 : oui dans le travail | #spk1 : non on se déplace euh | #spk4 : est-il important selon vous d'avoir une belle écriture ? | #spk1 : oui pour moi c'est très important,préparé,Xingyu
81,#spk1 : mais si c'est // si c'est quelqu'un que // qu'on veut voir on va plutôt le voir cinq kilomètres c'est rien du tout avec la voiture y'en a pour euh //  pour quelques minutes | #spk4 : hm hm // et si cette personne vous est supérieure // est-ce que vous vous déplacez ou vous écrivez ? | #spk1 : il m'est supérieur euh comment ça dans le travail ou ? | #spk4 : oui dans le travail | #spk1 : non on se déplace euh,est-il important selon vous d'avoir une belle écriture ?,#spk1 : oui pour moi c'est très important | #spk4 : pourquoi ? | #spk1 : eh bien parce que c'est déjà très facile de // euh // c'est très facile de // de se relire et puis c'est très facile pour les autres aussi quand ils vous lisent | #spk4 : hm | #spk1 : aussi,préparé,Xingyu
82,#spk1 : il m'est supérieur euh comment ça dans le travail ou ? | #spk4 : oui dans le travail | #spk1 : non on se déplace euh | #spk4 : est-il important selon vous d'avoir une belle écriture ? | #spk1 : oui pour moi c'est très important,pourquoi ?,#spk1 : eh bien parce que c'est déjà très facile de // euh // c'est très facile de // de se relire et puis c'est très facile pour les autres aussi quand ils vous lisent | #spk4 : hm | #spk1 : aussi | #spk4 : et est-il important selon vous d'avoir de l'orthographe ? | #spk1 : ah oui,préparé,Marina
83,#spk1 : oui pour moi c'est très important | #spk4 : pourquoi ? | #spk1 : eh bien parce que c'est déjà  très facile de // euh // c'est très facile de // de se relire et puis c'est très facile pour les autres aussi quand ils vous lisent | #spk4 : hm | #spk1 : aussi,et est-il important selon vous d'avoir de l'orthographe ?,#spk1 : ah oui | #spk4 : vous dites euh vous dites // c'est très important ou | #spk4 spk1 : ah c'est très important oui | #spk4 : et pourquoi ? | #spk1 : ben parce que quand vous lisez quelque chose où que y a une faute d'orthographe dedans vous vous dites quand mème eh où c'est qu'il a été à l'école,préparé,Marina
84,#spk1 : aussi | #spk4 : et est-il important selon vous d'avoir de l'orthographe ? | #spk1 : ah oui | #spk4 : vous dites euh vous dites // c'est très important ou | #spk4 spk1 : ah c'est très important oui,et pourquoi ?,#spk1 : ben parce que quand vous lisez quelque chose où que y a une faute d'orthographe dedans vous vous dites quand mème eh où c'est qu'il a été à l'école | #spk4 : hm | #spk4 : euh seriez-vous favorable à une réforme de l'orthographe ? | #spk1 : une réforme de l'orthographe ? | #spk4 : hm hm,préparé,Marina
85,#spk4 : vous dites euh vous dites // c'est très important ou | #spk4 spk1 : ah c'est très important oui | #spk4 : et pourquoi ? | #spk1 :  ben parce que quand vous lisez quelque chose oà¹ que y a une faute d'orthographe dedans vous vous dites quand mème eh oà¹ c'est qu'il a été à  l'école | #spk4 : hm,euh seriez-vous favorable à  une réforme de l'orthographe ?,#spk1 : une réforme de l'orthographe ? | #spk4 : hm hm | #spk1 : ben du moment que tout le monde en est informé je vois pas // si si c'est en bien ma foi // moi je // je suis pas contre | #spk4 : alors maintenant je vais vous poser des questions euh // peut-ètre un peu // un peu plus pers- personnelle mais | #spk4 : qui de vous // c'est-à -dire vous ou votre femme // écrit habituellement à des amis communs ?,préparé,Marina
86,#spk4 : euh seriez-vous favorable à  une réforme de l'orthographe ? | #spk1 : une réforme de l'orthographe ? | #spk4 : hm hm | #spk1 : ben du moment que tout le monde en est informé je vois pas // si si c'est en bien ma foi // moi je // je suis pas contre | #spk4 : alors maintenant je vais vous poser des questions euh // peut-ètre un peu // un peu plus pers- personnelle mais,écrit habituellement à  des amis communs ?,#spk1 : c'est presque toujours moi | #spk4 : et le le à la famille euh à la euh à vos à votre famille ? | #spk1 : oh ben moi je fais tout le courrier presque | #spk4 : et | #spk4 spk1 : mème si // elle fait,préparé,Marina
87,#spk4 : et  | #spk4 spk1 : mème si // elle fait  | #spk1 : très peu de lettres elle-mème // elle fait très peu de lettres | #spk4 : hm | #spk1 : et si j'ai pas le temps par exemple euh // eh bien // elle va en faire une comme ça euh,et qui remplit les papiers administratifs ?,#spk1 : ah ça c'est moi ça | #spk4 : tous les papiers les feuilles d'impôts les | #spk1 : tout | #spk4 : tout tout tout // et pourquoi est-ce que vous faites tous les | #spk1 spk4 : ? // ah ben parce,préparé,Marina
88,#spk1 spk4 :  ? // ah ben parce  | #spk1 : qu'elle veut pas le faire | #spk4 : ah | #spk1 :  | #spk3 : très peu pour moi //  lettre,et qui de vous possède le meilleur orthographe ?,#spk1 : oh ben elle est bonne en orthographe hm | #spk1 spk3 : elle fait pas de faute non plus // oui mais enfin des fautes | #spk3 : d'inattention surtout | #spk1 : oui | #spk3 : mais les idées vont toujours plus vite que la la main va toujours plus vite que les idées,préparé,Marina
89,#spk1 spk4 :  ? // ah ben parce  | #spk1 : qu'elle veut pas le faire | #spk4 : ah | #spk1 :  | #spk3 : très peu pour moi //  lettre,la meilleure orthographe ?,#spk1 : oh ben elle est bonne en orthographe hm | #spk1 spk3 : elle fait pas de faute non plus // oui mais enfin des fautes | #spk3 : d'inattention surtout | #spk1 : oui | #spk3 : mais les idées vont toujours plus vite que la la main va toujours plus vite que les idées,préparé,Marina
90,#spk1 : quand elle écrit je la corrige alors | #spk1 spk3 :  | #spk3 : oh j'en fais quelques-unes sans doute pas tout mais enfin  | #spk4 : bon // et | #spk3 :  ,qui parle dans le meilleur français ?,#spk1 : oh | #spk3 : ça se vaut | #spk1 : ça se vaut hein ? | #spk4 : hm // et qui écrit dans le meilleur français ? | #spk3 : ça c'est sûrement toi,préparé,Marina
91,#spk3 :  | #spk4 : qui parle dans le meilleur français ? | #spk1 : oh | #spk3 : ça se vaut | #spk1 : ça se vaut hein ?,et qui écrit dans le meilleur français ?,#spk3 : ça c'est sûrement toi | #spk1 : c'est sûrement moi oui j'ai | #spk4 : hm | #spk1 : l'occasion de | #spk4 : et combien de lettres écrivez-vous en moyenne ? // par mois ? // dans votre travail ?,préparé,Marina
92,#spk4 : hm // et qui écrit dans le meilleur français ? | #spk3 : ça c'est sûrement toi | #spk1 : c'est sûrement moi oui j'ai | #spk4 : hm | #spk1 : l'occasion de,et combien de lettres écrivez-vous en moyenne ?,#spk1 : dans mon travail | #spk4 : hm | #spk1 : oh ça ça dépend c'est en // enfin en moyenne en moyenne euh par mois ? // oh peut-ètre une dizaine | #spk4 : une dizaine | #spk1 : ouais,préparé,Marina
93,#spk1 : dans mon travail | #spk4 : hm | #spk1 : oh ça ça dépend c'est en // enfin en moyenne en moyenne euh par mois ? // oh peut-ètre une dizaine | #spk4 : une dizaine | #spk1 : ouais,et hors de votre travail ?,#spk1 : deux ou trois // par mois | #spk4 spk3 : hm // oh oui | #spk1 : à peu près | #spk3 : à peu près oui | #spk4 : conservez-vous les lettres qu'on vous envoie ?,préparé,Marina
94,#spk4 : et hors de votre travail ? | #spk1 : deux ou trois // par mois | #spk4 spk3 : hm // oh oui | #spk1 : à  peu près | #spk3 : à  peu près oui,conservez-vous les lettres qu'on vous envoie ?,#spk1 : ah oui | #spk4 : toujours ? | #spk1 : ah ça dépend de qui | #spk1 spk4 : hm | #spk4 : et lesquelles ?,préparé,Marina
95,#spk4 : toujours ? | #spk1 : ah ça dépend de qui  | #spk1 spk4 : hm | #spk4 : et lesquelles ? | #spk1 : en principe euh // si c'est une euh une affaire à  régler euh // une fois que l'affaire est réglée ma foi je détruis le courrier c'est fini c'est pas on en parle plus // mais la correspondance familiale on la conserve,et combien en possédez-vous environ ?,#spk1 : de lettres ? | #spk4 : oui | #spk1 : oh ben y en a plein de boîtes là | #spk1 spk3 : pour les compter | #spk4 : hm hm,préparé,Marina
96,#spk4 : hm hm | #spk1 : euh je sais pas moi peut-ètre euh // bien bien deux cents quand mème | #spk3 : oh oui | #spk1 : oh oui facile | #spk4 : hm hm,faites-vous un brouillon ?,#spk1 : non jamais | #spk4 : et // faites-vous attention aux fautes d'orthographe ? | #spk1 : euh j'ai pas compris la question | #spk4 : quand vous écrivez à vos | #spk4 spk1 : amis // ouais,préparé,Marina
97,#spk3 : oh oui | #spk1 : oh oui facile | #spk4 : hm hm | #spk4 : quand vous écrivez à  vos amis // faites-vous un brouillon ? | #spk1 : non jamais,faites-vous attention aux fautes d'orthographe ?,#spk1 : euh j'ai pas compris la question | #spk4 : quand vous écrivez à vos | #spk4 spk1 : amis // ouais | #spk4 : est-ce que vous faites toujours attention aux fautes d'orthographe ? | #spk1 : ben je me re- je relis toujours,préparé,Marina
98,#spk1 : non jamais | #spk4 : et // faites-vous attention aux fautes d'orthographe ? | #spk1 : euh j'ai pas compris la question | #spk4 : quand vous écrivez à  vos  | #spk4 spk1 : amis // ouais,est-ce que vous faites toujours attention aux fautes d'orthographe ?,#spk1 : ben je me re- je relis toujours | #spk4 : vous rerelisez | #spk4 spk1 : toujours // oui | #spk1 : m'enfin euh j'en trouve presque jamais // parce que j'étais assez fort en orthographe | #spk4 : hm hm // et // vous m'avez dit que d'habitude vous écrivez euh avec un crayon n'est-ce pas ?,préparé,Marina
99,#spk4 : est-ce que vous faites toujours attention aux fautes d'orthographe ? | #spk1 : ben je me re- je relis toujours | #spk4 : vous rerelisez  | #spk4 spk1 : toujours // oui | #spk1 : m'enfin euh j'en trouve presque jamais // parce que j'étais assez fort en orthographe,vous m'avez dit que d'habitude vous écrivez euh avec un crayon n'est-ce pas ?,#spk1 : un crayon Bic oui | #spk4 : crayon // et euh // stylo encre vous n'aimez pas ? | #spk1 : oh c'est-à -dire que euh // ça dépend pourquoi la // mais j'ai abandonné complètement le stylo euh d'ailleurs euh | #spk4 : hm hm | #spk1 : je m'en sers plus mais j'en ai mème plusieurs là je m'en sers pas,préparé,Marina
100,#spk1 : on a l'habitude du crayon Bic maintenant | #spk4 : hm hm | #spk1 : ah oui y'a des pointes très fines qui font une très belle écriture | #spk4 : hm hm // et stylo bille // ou ? | #spk1 : stylo bille oui,et quel type de papier utilisez-vous ?,#spk1 : euh papier ministre toujours | #spk4 : c'est quelle couleur ? | #spk1 : oh ben c'est blanc euh quadrillé quoi | #spk4 : hm hm // et | #spk4 : que pensez-vous des gens qui se servent // euh // mm // du papier à carreaux ?,préparé,Marina
101,#spk1 : ah oui y'a des pointes très fines qui font une très belle écriture | #spk4 : hm hm // et stylo bille // ou ? | #spk1 : stylo bille oui | #spk4 : hm hm // et quel type de papier utilisez-vous ? | #spk1 : euh papier ministre toujours,c'est quelle couleur ?,#spk1 : oh ben c'est blanc euh quadrillé quoi | #spk4 : hm hm // et | #spk4 : que pensez-vous des gens qui se servent // euh // mm // du papier à carreaux ? | #spk1 : ben c'est du papier à carreaux je prends | #spk1 spk4 : enfin // hm hm,préparé,Marina
102,#spk4 : hm hm // et quel type de papier utilisez-vous ? | #spk1 : euh papier ministre toujours | #spk4 : c'est quelle couleur ? | #spk1 : oh ben c'est blanc euh quadrillé quoi | #spk4 : hm hm // et,du papier à  carreaux ?,#spk1 : ben c'est du papier à carreaux je prends | #spk1 spk4 : enfin // hm hm | #spk1 : papier euh papier ministre | #spk1 spk4 : ah bon | #spk1 : va chercher,préparé,Marina
103,#spk4 : hm hm | #spk1 : je vais vous montrer | #spk4 : bon | #spk1 : comme ça vous saurez mieux | #spk4 : et quand vous écrivez euh mm // quand vous écri- ah,est-ce que vous avez fait un brouillon ?,#spk1 : ah ben ça m'est jamais arrivé ça | #spk4 : d'écrire un mot ? | #spk1 : ah non jamais | #spk1 spk4 : c'est quelque chose déjà n'est-ce pas ? | #spk4 :,préparé,Marina
104,#spk4 : ah oui | #spk1 : alors euh quand j'ai une petite lettre je prends le petit bloc quand j'ai une grande lettre je prends celui-là  // toujours le mème | #spk1 spk4 : mais on a pas de // merci | #spk1 : papier fantaisie | #spk4 : ah non // merci // et,quand vous av- devez écrire à  votre supérieur ou dans le travail ?,#spk1 : ah oui quand mème | #spk4 : hm hm // et vous vous servez du du mème papier ? | #spk1 : ben c'est à dire qu'on a du papier à notre disposition non c'est du papier blanc hein à ce moment-là c'est des feuilles comme ça quoi | #spk4 : hm hm | #spk4 : y a-t-il des choses // qui vous agacent dans la façon de parler de votre femme ?,préparé,Marina
105,#spk4 : ah oui | #spk1 : alors euh quand j'ai une petite lettre je prends le petit bloc quand j'ai une grande lettre je prends celui-là  // toujours le mème | #spk1 spk4 : mais on a pas de // merci | #spk1 : papier fantaisie | #spk4 : ah non // merci // et,est-ce que vous faites un brouillon ?,#spk1 : ah oui quand mème | #spk4 : hm hm // et vous vous servez du du mème papier ? | #spk1 : ben c'est à dire qu'on a du papier à notre disposition non c'est du papier blanc hein à ce moment-là c'est des feuilles comme ça quoi | #spk4 : hm hm | #spk4 : y a-t-il des choses // qui vous agacent dans la façon de parler de votre femme ?,préparé,Marina
106,#spk1 spk4 : mais on a pas de // merci | #spk1 : papier fantaisie | #spk4 : ah non // merci // et | #spk4 : quand vous av- devez écrire à  votre supérieur ou dans le travail ? // est-ce que vous faites un brouillon ? | #spk1 : ah oui quand mème,et vous vous servez du du mème papier ?,#spk1 : ben c'est à dire qu'on a du papier à notre disposition non c'est du papier blanc hein à ce moment-là c'est des feuilles comme ça quoi | #spk4 : hm hm | #spk4 : y a-t-il des choses // qui vous agacent dans la façon de parler de votre femme ? | #spk1 : ah non // pas du tout | #spk4 : hm bon,préparé,Marina
107,#spk4 : quand vous av- devez écrire à  votre supérieur ou dans le travail ? // est-ce que vous faites un brouillon ? | #spk1 : ah oui quand mème | #spk4 : hm hm // et vous vous servez du du mème papier ? | #spk1 : ben c'est à  dire qu'on a du papier à  notre disposition non c'est du papier blanc hein à  ce moment-là  c'est des feuilles comme ça quoi | #spk4 : hm hm,qui vous agacent dans la façon de parler de votre femme ?,#spk1 : ah non // pas du tout | #spk4 : hm bon | #spk1 spk4 : des fois elle a des // et | #spk1 : des petites expressions comme ça // on en rit quoi | #spk4 : oui // et vous arrive-t-il de le de la reprendre quand elle parle ? // quelquefois ?,préparé,Marina
108,#spk4 : y a-t-il des choses // qui vous agacent dans la façon de parler de votre femme ? | #spk1 : ah non // pas du tout | #spk4 : hm bon | #spk1 spk4 : des fois elle a des // et | #spk1 : des petites expressions comme ça // on en rit quoi,et vous arrive-t-il de le de la reprendre quand elle parle ?,#spk1 : de temps en temps oui // hein ? // des fois tu | #spk1 spk3 : quand je | #spk3 : te parle un peu trop sèchement | #spk1 : hein non non mais reprendre euh reprendre | #spk1 spk3 : monsieur veut dire que // ah sur le langage,préparé,Marina
109,#spk1 : ou tu // mal orthographié quoi ou // enfin mal parlé | #spk4 : hm hm | #spk1 : oh ça arrive pas souvent | #spk3 : oh non | #spk4 : pas souvent donc,mais y a-t-il des choses qui agacent votre femme dans la façon dont vous parlez ?,#spk3 : oh non | #spk1 : non | #spk4 : non | #spk4 : et y a-t-il des choses qui vous agacent dans la façon de parler de vos enfants ? | #spk1 : non plus,préparé,Marina
110,#spk4 : pas souvent donc | #spk4 : mais y a-t-il des choses qui agacent votre femme dans la façon dont vous parlez ? | #spk3 : oh non | #spk1 : non | #spk4 : non,et y a-t-il des choses qui vous agacent dans la façon de parler de vos enfants ?,#spk1 : non plus | #spk4 : vous arrive-t-il quelquefois de les reprendre ? | #spk1 : oh non parce que vous savez ils en savent autant que nous hein ? | #spk1 spk4 : hm hm | #spk3 : sinon plus,préparé,Marina
111,#spk3 : oh non | #spk1 : non | #spk4 : non | #spk4 : et y a-t-il des choses qui vous agacent dans la façon de parler de vos enfants ? | #spk1 : non plus,vous arrive-t-il quelquefois de les reprendre ?,#spk1 : oh non parce que vous savez ils en savent autant que nous hein ? | #spk1 spk4 : hm hm | #spk3 : sinon plus | #spk4 : y a-t-il des mots que vous interdisiez de prononcer à vos enfants ? | #spk1 : euh je vois pas non non,préparé,Marina
112,#spk1 : non plus | #spk4 : vous arrive-t-il quelquefois de les reprendre ? | #spk1 : oh non parce que vous savez ils en savent autant que nous hein ? | #spk1 spk4 : hm hm | #spk3 : sinon plus,y a-t-il des mots que vous interdisiez de prononcer à  vos enfants ?,#spk1 : euh je vois pas non non | #spk3 : non ils emploient | #spk1 : non non | #spk3 : | #spk4 : et vos parents monsieur faisaient-ils attention à la façon dont vous parliez ?,préparé,Marina
113,#spk4 : y a-t-il des mots que vous interdisiez de prononcer à  vos enfants ? | #spk1 : euh je vois pas non non | #spk3 : non ils emploient | #spk1 : non non | #spk3 :  ,et vos parents monsieur faisaient-ils attention à  la façon dont vous parliez ?,#spk1 : ah oui | #spk4 : et qui vous reprenait le plus souvent ? | #spk1 : ah le père toujours | #spk4 : et pour quel genre de choses surtout ? | #spk1 : oh euh la tendance aux mots vulgaires par exemple,préparé,Marina
114,#spk3 : non ils emploient | #spk1 : non non | #spk3 :  | #spk4 : et vos parents monsieur faisaient-ils attention à  la façon dont vous parliez ? | #spk1 : ah oui,et qui vous reprenait le plus souvent ?,#spk1 : ah le père toujours | #spk4 : et pour quel genre de choses surtout ? | #spk1 : oh euh la tendance aux mots vulgaires par exemple | #spk4 : hm hm // et prenait-il des sanctions ? | #spk1 : oh oui ouais oui oui hm // enfin des sanc- euh ça dépend non oh non le // oh ben non // les sanctions non quand mème pas // non j'étais très sévèrement remontré quoi et puis c'est tout quoi,préparé,Marina
115,#spk1 : parfait parfait et d'ailleurs c'est juste le niveau qu'il faut | #spk1 spk2 : merci | #spk2 : eh bien dis-donc  | #spk1 : voilà  maintenant on passe aux vraies questions | #spk1 spk2 : euh // oui,vous ètes à  Orléans depuis combien de temps ?,#spk2 : eh bien ça fait treize ans exactement | #spk1 : oui | #spk2 : qu'est-ce qui vous a amenée à vivre à Orléans ? // ah bien premièrement parce que j'avais d'abord un appartement | #spk1 : hm hm | #spk2 : et puis euh j'avais plus j'avais // quand mème euh // le centre de famille // qui se trouvait,préparé,Marina
116,#spk3 : est-ce que vous y avez été avant ?,k2 : ah oui ah bon | #spk2 : bon écoutez si vous voulez je // peux retracer les choses | #spk3 spk2 : je suis donc // oui | #spk2 : né Beaugency là dans le Loiret // et à onze ans // je suis venu en pension à Orléans // hein j'ai fait // euh mes études secondaires comme pensionnaire à Orléans // donc j'ai été là pendant cinq ans de la quatrième à la classe terminale | #spk1 : classique moderne ?,0,préparé,Valentin
117,#spk2 : ça fait quand mème euh | #spk4 : hm | #spk2 : hein | #spk3 : oui | #spk4 : hm hm,est-ce que vous vous plaisez à Orléans ?,#spk2 : oui // oui parce que // euh j'y ai beaucoup d'amis // hein et puis parce que // euh // progressivement j'ai pris de l'intérèt à la à la vie de | #spk5 : de ? | #spk2 : de de d'Orléans parce que // euh je suis donc au dans les impôts mais à l'origine euh // il y avait trois administrations // y avait l'enregistrement les contributions directes les contributions indirectes // et je suis rentré moi à l'origine uniquement dans l'enregistrement // mais c'est l'enregistrement et les domaines c'est-à -dire c'est l'administration // qui s'occupe euh de toutes les questions d'immeubles de l'Etat // et alors euh pratiquement j'ai jamais fait de fiscalité je me suis toujours euh occupé de tâches domaniales // et alors euh // euh en en particulier l'administration des domaines et le conseiller non seulement de l'Etat mais des collectivités locales // pour toutes leurs opérations immobilières // c'est-à -dire que par mon travail j'ai été au courant // de tous les problèmes de tous les projets // hein concernant l'agglomération orléanaise // comme d'un autre côté sur le plan syndical euh // ça m'intéressait également enfin ça ça me concernait également // euh si vous voulez j'ai j'ai pris intérèt de plus en plus à // à à la vie quoi de de de cette euh ville et de de l'agglomération hein moi je suis // très partisan de la fusion de de toutes les communes qui composent l'agglomération orléanaise hein // et c'est pourquoi euh // j'y m'enfin j'ai six enfants et // euh eux-mèmes ont beaucoup d'attaches à Orléans enfin on // vraiment on on se plaît hein on se plaît à Orléans // ah y a une autre chose je dois dire qui me plaît dans le fait d'ètre à Orléans // c'est la proximité de Paris sans ètre à Paris // hein // c'est // peut-ètre un élément | #spk2 spk4 : qui // ah | #spk2 : influence ma // ma position de tout à l'heure hein // euh on a possibilité si on veut à la rigueur on peut aller // euh partir en sortant de son travail passer la soirée à Paris je l'ai j- // je l'ai jamais fait si vous voulez mais enfin c'est une possibilité // hein // et rentrer euh à une heure du matin nous on est là euh // sans mème y aller en voiture par le train on peut hein // euh on peut mème s- aller dîner chez des amis à Paris et rentrer dans la nuit et le lendemain matin reprendre son travail // ça // pour moi d'un autre côté la région me plaît // hein le val de Loire // me plaît // hein // euh j'ai- j'aime beaucoup le les sites,préparé,Valentin
